customer_id,age,employment_type,monthly_income,city,city_tier,bureau_score,has_pl,pl_ticket_size,pl_tenure_months,pl_vintage_months,repayment_score,dpd_last_12m,foir_percent,digital_engagement_score,app_logins_90d,hl_calculator_used,hl_propensity_score,took_hl,hl_ticket_size,hl_tenure_months,hl_vintage_months,segment,model_propensity_score,propensity_decile
CUST001465,46,Salaried,84546,Mumbai,Tier 1,738,True,317941,48,22,44,3,7.83,59,8,False,54.79,False,0,0,0,High Potential,27.226591,7
CUST001466,48,Self-Employed,130599,Jaipur,Tier 2,770,True,533052,18,47,61,0,22.68,70,4,True,100.0,False,0,0,0,Ready for Home,32.217262,8
CUST001467,33,Self-Employed,109689,Delhi,Tier 1,680,True,248305,18,10,27,1,12.58,74,20,False,86.78,False,0,0,0,Ready for Home,5.2141585,1
CUST001468,37,Self-Employed,140199,Coimbatore,Tier 2,743,True,414541,24,35,70,0,12.32,62,6,True,100.0,False,0,0,0,Ready for Home,25.353092,7
CUST001470,38,Salaried,84475,Hyderabad,Tier 1,706,True,162346,60,11,24,0,3.2,75,26,False,75.43,False,0,0,0,Ready for Home,13.632628,3
CUST001471,47,Self-Employed,90471,Hyderabad,Tier 1,730,True,327512,18,45,39,0,20.11,44,6,True,70.41,False,0,0,0,Ready for Home,21.861055,6
CUST001473,41,Salaried,63222,Pune,Tier 1,763,True,264914,24,7,48,1,17.46,76,16,False,80.71,True,1149321,120,9,Ready for Home,35.15852,8
CUST001474,39,Self-Employed,131505,Pune,Tier 1,729,True,606625,12,44,52,3,38.44,87,10,True,79.28,False,0,0,0,Ready for Home,38.978966,9
CUST001475,33,Self-Employed,38153,Bhopal,Tier 3,725,True,138628,12,29,50,3,30.28,89,16,False,13.49,False,0,0,0,Low Intent,16.972738,4
CUST001476,30,Salaried,72381,Chandigarh,Tier 3,747,True,202866,24,15,60,0,11.68,96,19,False,82.59,False,0,0,0,Ready for Home,21.372002,6
CUST001477,47,Salaried,75412,Indore,Tier 2,804,True,337589,18,27,92,0,24.87,68,5,True,100.0,False,0,0,0,Ready for Home,16.139334,4
CUST001479,35,Self-Employed,82994,Bhopal,Tier 3,745,True,250355,60,32,51,3,5.03,83,12,False,71.44,False,0,0,0,Ready for Home,29.627975,7
CUST001481,42,Salaried,73247,Delhi,Tier 1,810,True,319605,24,9,71,0,18.18,70,4,False,75.0,False,0,0,0,Ready for Home,23.667841,6
CUST001484,42,Salaried,68962,Nashik,Tier 3,753,True,279817,12,40,61,1,33.81,69,7,False,77.92,False,0,0,0,Ready for Home,25.289558,7
CUST001485,39,Salaried,60058,Indore,Tier 2,708,True,137237,48,43,43,0,4.76,60,6,True,66.54,True,2933187,300,1,High Potential,34.729637,8
CUST001486,23,Self-Employed,35177,Chandigarh,Tier 3,676,True,155504,12,31,29,0,36.84,100,9,False,19.98,False,0,0,0,Low Intent,3.5770445,1
CUST001487,25,Salaried,51654,Hyderabad,Tier 1,679,True,233153,24,14,42,5,18.81,82,13,False,50.68,True,3078418,240,18,High Potential,51.938255,10
CUST001489,34,Salaried,68125,Nashik,Tier 3,729,True,209938,12,43,61,1,25.68,96,21,True,98.2,False,0,0,0,Ready for Home,21.011442,6
CUST001490,47,Salaried,102974,Kochi,Tier 2,789,True,167226,18,7,73,0,9.02,50,6,False,53.22,False,0,0,0,High Potential,16.004927,4
CUST001491,23,Self-Employed,25000,Mysore,Tier 3,693,True,123946,48,13,25,1,10.33,95,12,False,26.08,False,0,0,0,Low Intent,13.116587,3
CUST001492,31,Salaried,37776,Rajkot,Tier 3,743,True,128209,36,26,49,2,9.43,80,12,False,57.78,False,0,0,0,High Potential,17.879932,5
CUST001493,36,Salaried,50236,Hyderabad,Tier 1,704,True,174009,36,21,61,0,9.62,82,13,False,88.1,False,0,0,0,Ready for Home,38.55355,9
CUST001494,38,Salaried,91816,Hyderabad,Tier 1,698,True,398339,60,13,35,0,7.23,71,17,True,100.0,False,0,0,0,Ready for Home,33.695004,8
CUST001495,23,Self-Employed,77299,Lucknow,Tier 2,681,True,311120,48,24,52,2,8.39,96,17,False,44.45,False,0,0,0,Medium Potential,15.179711,4
CUST001496,33,Salaried,70250,Nagpur,Tier 2,766,True,227227,36,47,46,2,8.98,72,19,True,92.0,False,0,0,0,Ready for Home,38.62171,9
CUST001498,38,Salaried,44887,Kochi,Tier 2,696,True,141378,12,39,39,5,26.25,88,16,False,53.94,False,0,0,0,High Potential,26.699764,7
CUST001499,26,Salaried,34353,Bangalore,Tier 1,692,True,127067,24,14,55,0,15.41,67,4,False,49.53,True,2020220,180,1,Medium Potential,43.123837,9
CUST001500,38,Salaried,38509,Chennai,Tier 1,723,True,176439,48,9,27,3,9.55,76,11,True,89.86,True,1749951,180,23,Ready for Home,64.2164,10
CUST001501,30,Self-Employed,74543,Pune,Tier 1,698,True,142617,12,7,43,2,15.94,95,14,False,92.65,False,0,0,0,Ready for Home,10.099039,2
CUST001503,49,Salaried,88977,Jaipur,Tier 2,720,True,301484,36,26,46,0,9.41,53,7,False,42.06,True,2265284,300,5,Medium Potential,34.007187,8
CUST001504,38,Salaried,44913,Hyderabad,Tier 1,819,True,150554,48,41,90,0,6.98,69,6,False,80.41,True,1594627,120,15,Ready for Home,74.71787,10
CUST001505,51,Self-Employed,119904,Nagpur,Tier 2,746,True,443853,12,6,56,1,30.85,75,18,False,42.23,False,0,0,0,Medium Potential,10.618512,2
CUST001506,34,Salaried,87084,Delhi,Tier 1,709,True,219726,36,29,41,2,7.01,90,16,True,100.0,False,0,0,0,Ready for Home,26.313847,7
CUST001507,42,Salaried,43438,Nashik,Tier 3,716,True,208513,60,34,52,3,8.0,98,9,False,36.7,False,0,0,0,Medium Potential,11.657333,2
CUST001508,24,Self-Employed,45919,Indore,Tier 2,693,True,182475,60,21,48,3,6.62,100,15,False,52.7,False,0,0,0,High Potential,15.172277,4
CUST001509,41,Self-Employed,77640,Mumbai,Tier 1,726,True,125188,48,13,63,2,3.36,81,10,False,100.0,False,0,0,0,Ready for Home,28.612375,7
CUST001513,42,Self-Employed,107232,Pune,Tier 1,710,True,329471,12,30,44,0,25.6,93,11,True,100.0,True,4935947,300,21,Ready for Home,64.69291,10
CUST001514,29,Salaried,37841,Chennai,Tier 1,716,True,159061,12,17,49,0,35.03,59,6,False,31.81,False,0,0,0,Medium Potential,15.857834,4
CUST001515,31,Self-Employed,82241,Nashik,Tier 3,701,True,359479,60,44,47,0,7.29,96,18,False,73.7,False,0,0,0,Ready for Home,16.88814,4
CUST001516,29,Salaried,25000,Nashik,Tier 3,689,True,117925,48,20,19,0,9.83,85,20,False,35.67,False,0,0,0,Medium Potential,8.353085,1
CUST001517,36,Salaried,32167,Mysore,Tier 3,763,True,137763,18,26,64,1,23.79,84,7,False,61.85,False,0,0,0,High Potential,14.049543,3
CUST001518,48,Self-Employed,92726,Delhi,Tier 1,738,True,264927,36,35,63,2,7.94,60,6,False,64.06,False,0,0,0,High Potential,24.271328,6
CUST001519,28,Salaried,59356,Lucknow,Tier 2,746,True,175176,48,16,44,1,6.15,85,14,False,65.01,False,0,0,0,High Potential,19.912827,5
CUST001522,27,Salaried,41249,Nashik,Tier 3,720,True,198168,48,7,44,1,10.01,87,18,False,34.89,False,0,0,0,Medium Potential,8.6647005,1
CUST001524,25,Salaried,25000,Lucknow,Tier 2,737,True,116431,12,15,67,0,38.81,93,13,False,36.03,False,0,0,0,Medium Potential,7.1971736,1
CUST001525,46,Salaried,106971,Coimbatore,Tier 2,769,True,356136,48,25,92,0,6.94,75,19,True,100.0,False,0,0,0,Ready for Home,14.49392,3
CUST001526,39,Salaried,63038,Lucknow,Tier 2,771,True,146971,60,35,81,0,3.89,58,1,False,85.72,False,0,0,0,Ready for Home,32.461506,8
CUST001527,36,Salaried,33179,Rajkot,Tier 3,753,True,152051,36,17,69,0,12.73,75,14,False,70.54,True,1415022,180,5,Ready for Home,50.375187,10
CUST001528,42,Self-Employed,147788,Nagpur,Tier 2,730,True,364137,18,23,67,0,13.69,99,16,False,76.97,False,0,0,0,Ready for Home,24.097687,6
CUST001529,43,Salaried,60653,Lucknow,Tier 2,820,True,282284,12,46,100,0,38.78,58,6,True,76.72,False,0,0,0,Ready for Home,5.3698974,1
CUST001531,36,Salaried,65052,Mumbai,Tier 1,693,True,200100,36,31,34,0,8.54,79,9,False,63.14,False,0,0,0,High Potential,38.168983,9
CUST001532,41,Salaried,68454,Bangalore,Tier 1,723,True,277026,12,41,37,0,33.72,94,8,False,68.28,False,0,0,0,High Potential,36.925842,8
CUST001533,24,Salaried,44137,Lucknow,Tier 2,674,True,106517,60,24,36,2,4.02,92,13,False,38.41,False,0,0,0,Medium Potential,17.007587,4
CUST001534,23,Salaried,50154,Delhi,Tier 1,782,True,180202,12,7,63,3,29.94,100,9,False,71.02,True,945231,180,22,Ready for Home,51.814926,10
CUST001535,24,Salaried,41772,Chennai,Tier 1,709,True,133805,12,29,47,1,26.69,100,15,False,58.6,False,0,0,0,High Potential,13.111846,3
CUST001538,36,Self-Employed,101032,Mumbai,Tier 1,757,True,447964,36,14,55,0,12.32,78,16,True,100.0,True,3646082,240,20,Ready for Home,22.941256,6
CUST001539,41,Salaried,81082,Pune,Tier 1,741,True,273417,48,31,60,3,7.03,87,11,False,88.56,False,0,0,0,Ready for Home,29.234392,7
CUST001540,41,Salaried,104982,Jaipur,Tier 2,761,True,156178,18,32,64,0,8.26,67,8,True,100.0,False,0,0,0,Ready for Home,54.105984,10
CUST001541,43,Salaried,111877,Lucknow,Tier 2,691,True,203519,48,22,31,0,3.79,80,19,False,68.42,True,2829302,180,7,High Potential,42.11326,9
CUST001543,37,Salaried,33241,Mysore,Tier 3,724,True,145610,12,8,56,0,36.5,100,14,False,37.16,False,0,0,0,Medium Potential,8.275421,1
CUST001546,32,Salaried,65710,Bangalore,Tier 1,692,True,312198,18,47,41,0,26.4,97,20,False,65.08,True,650888,300,21,High Potential,58.057087,10
CUST001547,29,Salaried,62154,Jaipur,Tier 2,600,True,126292,36,36,0,1,5.64,94,17,False,78.41,True,2261681,180,14,Ready for Home,44.399685,9
CUST001548,23,Self-Employed,35409,Delhi,Tier 1,726,True,166237,60,25,45,0,7.82,85,10,False,62.76,False,0,0,0,High Potential,9.093912,2
CUST001549,23,Salaried,34251,Nagpur,Tier 2,733,True,101076,36,11,56,1,8.2,100,15,False,26.69,False,0,0,0,Low Intent,7.9254084,1
CUST001550,31,Self-Employed,72447,Jaipur,Tier 2,645,True,108872,48,11,10,2,3.13,69,7,False,54.15,True,691393,300,8,High Potential,73.30501,10
CUST001552,45,Salaried,55992,Pune,Tier 1,674,True,107938,24,21,25,0,8.03,67,8,False,86.91,False,0,0,0,Ready for Home,21.377491,6
CUST001553,46,Self-Employed,130911,Indore,Tier 2,795,True,352682,12,8,78,2,22.45,85,15,False,58.01,False,0,0,0,High Potential,34.085052,8
CUST001555,30,Salaried,57217,Jaipur,Tier 2,732,True,133954,36,31,44,2,6.5,95,15,False,65.55,True,1833828,240,14,High Potential,19.774576,5
CUST001562,27,Self-Employed,103500,Coimbatore,Tier 2,731,True,205043,12,45,41,0,16.51,93,16,False,73.71,True,569069,300,5,Ready for Home,41.219788,9
CUST001563,23,Salaried,37091,Mumbai,Tier 1,656,True,122716,12,44,14,5,27.57,78,10,False,31.3,False,0,0,0,Medium Potential,15.594896,4
CUST001564,50,Salaried,106677,Indore,Tier 2,779,True,250116,24,10,76,0,9.77,46,6,False,62.14,False,0,0,0,High Potential,18.374582,5
CUST001565,28,Salaried,40653,Chandigarh,Tier 3,691,True,178743,12,35,29,3,36.64,88,16,False,40.64,False,0,0,0,Medium Potential,8.182425,1
CUST001566,53,Self-Employed,124531,Delhi,Tier 1,715,True,297798,48,33,37,3,4.98,58,9,False,61.8,False,0,0,0,High Potential,16.456707,4
CUST001567,30,Self-Employed,82189,Chennai,Tier 1,755,True,252460,18,33,56,1,17.07,87,9,False,85.15,False,0,0,0,Ready for Home,20.350084,5
CUST001568,25,Salaried,38924,Nashik,Tier 3,664,True,159240,36,37,27,2,11.36,94,19,False,33.09,False,0,0,0,Medium Potential,13.81122,3
CUST001569,44,Salaried,78379,Pune,Tier 1,773,True,287857,48,43,53,2,7.65,68,11,False,83.93,False,0,0,0,Ready for Home,27.573183,7
CUST001570,34,Self-Employed,103685,Pune,Tier 1,724,True,403808,60,30,42,0,6.49,87,15,True,99.74,False,0,0,0,Ready for Home,25.882656,7
CUST001571,39,Salaried,77225,Chennai,Tier 1,748,True,225420,18,40,59,1,16.22,76,11,False,91.63,False,0,0,0,Ready for Home,31.920189,8
CUST001572,30,Self-Employed,43717,Mysore,Tier 3,670,True,149174,48,13,27,0,7.11,91,18,False,57.56,True,1061206,120,2,High Potential,32.56771,8
CUST001573,37,Self-Employed,109500,Hyderabad,Tier 1,711,True,149075,18,41,31,2,7.56,87,16,False,77.11,False,0,0,0,Ready for Home,23.556686,6
CUST001574,51,Self-Employed,98960,Pune,Tier 1,632,True,345013,36,14,10,0,9.68,39,2,False,53.47,False,0,0,0,High Potential,13.979082,3
CUST001577,49,Self-Employed,89078,Hyderabad,Tier 1,747,True,257878,24,11,57,0,12.06,82,21,True,84.56,False,0,0,0,Ready for Home,15.319188,4
CUST001578,38,Salaried,54939,Guwahati,Tier 3,688,True,122102,60,19,13,0,3.7,48,5,False,42.7,False,0,0,0,Medium Potential,13.528458,3
CUST001580,34,Salaried,82786,Kochi,Tier 2,759,True,383144,18,43,53,0,25.71,91,26,False,68.72,False,0,0,0,High Potential,20.56141,5
CUST001582,31,Salaried,45683,Indore,Tier 2,695,True,200359,60,18,58,0,7.31,100,16,False,56.57,False,0,0,0,High Potential,20.381716,5
CUST001583,29,Salaried,47370,Kochi,Tier 2,736,True,148557,24,27,62,0,13.07,91,17,False,99.39,True,2763840,180,14,Ready for Home,34.68236,8
CUST001584,44,Salaried,74143,Guwahati,Tier 3,707,True,328302,24,14,27,1,18.45,60,6,False,26.69,False,0,0,0,Low Intent,8.070705,1
CUST001585,30,Salaried,56758,Mumbai,Tier 1,712,True,118829,12,18,42,5,17.45,96,17,False,61.11,False,0,0,0,High Potential,16.848064,4
CUST001587,23,Self-Employed,25000,Mysore,Tier 3,668,True,124283,24,12,17,0,20.71,93,20,False,36.22,False,0,0,0,Medium Potential,8.887016,2
CUST001588,40,Self-Employed,117674,Coimbatore,Tier 2,712,True,579928,24,6,47,1,20.53,74,17,True,100.0,False,0,0,0,Ready for Home,39.846558,9
CUST001589,30,Salaried,66320,Lucknow,Tier 2,683,True,133051,18,20,47,4,11.15,95,8,False,64.97,True,2912818,300,5,High Potential,31.313387,8
CUST001591,25,Salaried,43658,Delhi,Tier 1,614,True,102868,36,29,0,1,6.55,100,8,False,35.02,False,0,0,0,Medium Potential,11.25153,2
CUST001592,28,Salaried,42611,Nagpur,Tier 2,755,True,190112,24,16,53,0,18.59,85,10,False,54.5,False,0,0,0,High Potential,7.870619,1
CUST001594,43,Salaried,60195,Pune,Tier 1,756,True,272820,48,9,67,0,9.44,78,12,False,75.16,False,0,0,0,Ready for Home,18.628143,5
CUST001596,39,Salaried,48887,Coimbatore,Tier 2,687,True,208553,36,20,51,1,11.85,58,13,False,44.9,False,0,0,0,Medium Potential,29.778675,7
CUST001597,39,Self-Employed,59741,Pune,Tier 1,778,True,158646,18,43,51,0,14.75,62,7,False,66.77,True,2723351,300,8,High Potential,39.99941,9
CUST001598,23,Salaried,35459,Nagpur,Tier 2,695,True,126750,12,32,30,5,29.79,100,20,False,43.66,False,0,0,0,Medium Potential,19.766378,5
CUST001599,23,Salaried,41389,Indore,Tier 2,701,True,189017,18,25,39,2,25.37,74,12,False,34.75,False,0,0,0,Medium Potential,8.264021,1
CUST001601,42,Self-Employed,72035,Chandigarh,Tier 3,687,True,169343,60,9,23,4,3.92,66,8,False,54.51,False,0,0,0,High Potential,22.152994,6
CUST001603,37,Salaried,66275,Hyderabad,Tier 1,753,True,282772,48,39,58,4,8.89,77,17,False,79.99,True,2686765,180,22,Ready for Home,44.621517,9
CUST001604,23,Self-Employed,99634,Chennai,Tier 1,674,True,293204,60,19,37,1,4.9,84,17,False,72.17,False,0,0,0,Ready for Home,8.083222,1
CUST001605,40,Salaried,56081,Chennai,Tier 1,729,True,200888,60,41,40,2,5.97,80,14,False,78.61,False,0,0,0,Ready for Home,25.45434,7
CUST001607,37,Salaried,71781,Jaipur,Tier 2,680,True,297941,12,6,43,2,34.59,87,11,False,63.15,False,0,0,0,High Potential,16.558874,4
CUST001609,27,Salaried,69470,Jaipur,Tier 2,750,True,208701,60,42,64,0,5.01,94,19,False,67.52,False,0,0,0,High Potential,19.43541,5
CUST001610,36,Salaried,89900,Pune,Tier 1,816,True,213111,60,34,84,0,3.95,96,16,False,100.0,False,0,0,0,Ready for Home,27.0353,7
CUST001612,23,Self-Employed,27107,Coimbatore,Tier 2,707,True,105300,36,40,52,1,10.79,77,12,False,40.25,False,0,0,0,Medium Potential,9.283919,2
CUST001613,29,Salaried,75478,Kochi,Tier 2,698,True,185983,18,36,27,2,13.69,96,16,False,67.62,False,0,0,0,High Potential,16.433855,4
CUST001614,23,Salaried,38912,Rajkot,Tier 3,717,True,123900,48,46,34,5,6.63,85,11,False,46.06,True,1355522,180,17,Medium Potential,35.74149,8
CUST001616,41,Self-Employed,114042,Hyderabad,Tier 1,787,True,483015,36,8,76,0,11.77,97,17,False,93.8,True,1551809,120,15,Ready for Home,78.842445,10
CUST001617,38,Salaried,73332,Lucknow,Tier 2,717,True,343651,60,9,56,0,7.81,95,22,False,68.89,False,0,0,0,High Potential,12.621851,3
CUST001618,43,Salaried,87333,Hyderabad,Tier 1,764,True,207541,60,6,63,3,3.96,61,11,False,97.37,True,3837991,240,6,Ready for Home,64.879974,10
CUST001619,33,Self-Employed,58094,Bangalore,Tier 1,744,True,134186,60,35,73,0,3.85,56,4,False,88.65,True,3331109,240,15,Ready for Home,62.048477,10
CUST001620,39,Salaried,71902,Hyderabad,Tier 1,708,True,199203,24,23,35,1,11.54,76,14,False,78.43,True,4160679,120,11,Ready for Home,52.449173,10
CUST001623,39,Self-Employed,72330,Kochi,Tier 2,728,True,237179,12,39,66,1,27.33,87,9,False,68.03,True,803006,300,19,High Potential,65.64259,10
CUST001624,46,Salaried,81851,Jaipur,Tier 2,719,True,192036,48,24,38,1,4.89,74,23,True,72.02,False,0,0,0,Ready for Home,12.451978,3
CUST001626,39,Salaried,48612,Guwahati,Tier 3,740,True,165991,48,16,60,3,7.11,64,4,False,43.41,False,0,0,0,Medium Potential,19.46111,5
CUST001629,28,Salaried,35433,Mysore,Tier 3,682,True,176330,60,18,35,1,8.29,90,13,False,33.76,False,0,0,0,Medium Potential,13.368261,3
CUST001630,23,Salaried,29329,Mysore,Tier 3,705,True,126812,36,32,30,1,12.01,100,15,False,25.62,True,824794,180,19,Low Intent,15.720017,4
CUST001631,50,Salaried,88523,Lucknow,Tier 2,742,True,208340,48,32,41,2,4.9,62,2,True,78.58,True,3175918,240,15,Ready for Home,59.172733,10
CUST001633,29,Self-Employed,100010,Hyderabad,Tier 1,688,True,328461,36,35,33,2,9.12,97,16,False,65.79,True,3676308,300,17,High Potential,43.388985,9
CUST001636,40,Salaried,79841,Mumbai,Tier 1,645,True,343159,48,25,18,0,8.95,82,17,False,73.82,False,0,0,0,Ready for Home,9.427788,2
CUST001637,32,Salaried,56278,Nashik,Tier 3,694,True,251796,60,41,25,0,7.46,68,9,False,58.28,True,988156,240,18,High Potential,33.79729,8
CUST001639,34,Salaried,37404,Nashik,Tier 3,753,True,128870,18,18,53,1,19.14,66,4,False,57.2,False,0,0,0,High Potential,16.229939,4
CUST001641,39,Salaried,86116,Pune,Tier 1,744,True,220611,48,40,59,0,5.34,100,11,False,98.32,True,1200056,300,2,Ready for Home,34.208363,8
CUST001642,33,Salaried,30928,Bangalore,Tier 1,783,True,110782,24,19,80,0,14.92,59,5,False,78.02,False,0,0,0,Ready for Home,34.207897,8
CUST001644,30,Salaried,71413,Chennai,Tier 1,654,True,332541,24,15,17,0,19.4,100,15,False,85.93,False,0,0,0,Ready for Home,22.530062,6
CUST001646,28,Self-Employed,106060,Chennai,Tier 1,706,True,471969,60,29,57,1,7.42,83,16,False,77.82,False,0,0,0,Ready for Home,22.277277,6
CUST001647,37,Salaried,52681,Coimbatore,Tier 2,727,True,102610,24,30,33,4,8.12,65,3,False,71.95,False,0,0,0,Ready for Home,12.8139715,3
CUST001650,35,Salaried,69749,Kochi,Tier 2,707,True,229372,12,28,47,0,27.4,99,20,False,79.23,False,0,0,0,Ready for Home,23.941957,6
CUST001651,40,Salaried,89207,Mumbai,Tier 1,753,True,394541,24,26,76,0,18.43,72,17,True,100.0,False,0,0,0,Ready for Home,24.154985,6
CUST001652,31,Salaried,50087,Hyderabad,Tier 1,727,True,170391,18,42,43,5,18.9,95,18,True,89.94,True,1118334,300,2,Ready for Home,65.70045,10
CUST001653,28,Salaried,72775,Bangalore,Tier 1,700,True,294517,18,7,42,2,22.48,100,15,False,76.85,True,2619441,240,7,Ready for Home,55.43948,10
CUST001658,39,Salaried,63805,Bangalore,Tier 1,704,True,161427,12,11,47,4,21.08,62,7,False,80.77,True,1662878,300,20,Ready for Home,54.1614,10
CUST001659,46,Salaried,61845,Chandigarh,Tier 3,709,True,221515,36,26,51,3,9.95,79,10,False,45.37,False,0,0,0,Medium Potential,10.422597,2
CUST001661,39,Salaried,71615,Mysore,Tier 3,708,True,263633,36,8,53,0,10.23,78,16,True,82.37,False,0,0,0,Ready for Home,23.203884,6
CUST001662,31,Salaried,39970,Mumbai,Tier 1,723,True,126405,36,46,42,0,8.78,87,15,True,87.92,False,0,0,0,Ready for Home,26.220402,7
CUST001663,23,Salaried,61075,Coimbatore,Tier 2,719,True,262601,18,11,46,0,23.89,100,18,False,68.06,False,0,0,0,High Potential,18.20376,5
CUST001665,34,Self-Employed,123742,Delhi,Tier 1,756,True,257779,60,16,51,1,3.47,93,10,False,100.0,False,0,0,0,Ready for Home,25.765032,7
CUST001666,27,Salaried,32565,Lucknow,Tier 2,703,True,148790,36,14,54,5,12.69,87,12,False,38.66,False,0,0,0,Medium Potential,26.454428,7
CUST001668,40,Salaried,70962,Indore,Tier 2,725,True,104972,24,20,54,5,6.16,56,7,True,73.26,False,0,0,0,Ready for Home,18.06253,5
CUST001669,47,Salaried,82478,Delhi,Tier 1,757,True,392340,36,42,58,2,13.21,54,10,False,62.82,False,0,0,0,High Potential,12.587258,3
CUST001671,42,Salaried,76352,Nagpur,Tier 2,726,True,158029,24,12,49,0,8.62,100,22,True,100.0,True,2143854,300,10,Ready for Home,42.030743,9
CUST001672,32,Self-Employed,75150,Chennai,Tier 1,688,True,229438,18,22,41,0,16.96,100,17,False,78.35,True,2593346,300,6,Ready for Home,43.282047,9
CUST001673,28,Salaried,77151,Bangalore,Tier 1,695,True,100070,24,27,29,2,5.4,88,15,False,84.68,False,0,0,0,Ready for Home,19.485687,5
CUST001675,39,Salaried,44542,Mysore,Tier 3,708,True,141040,60,26,54,1,5.28,42,2,False,32.95,False,0,0,0,Medium Potential,10.884538,2
CUST001677,31,Self-Employed,72707,Lucknow,Tier 2,711,True,145255,48,23,39,0,4.16,93,17,True,100.0,False,0,0,0,Ready for Home,29.589241,7
CUST001679,37,Self-Employed,111662,Coimbatore,Tier 2,608,True,423520,36,9,0,1,10.54,76,16,False,74.01,True,3497106,180,11,Ready for Home,66.408264,10
CUST001682,37,Salaried,48533,Kochi,Tier 2,678,True,114569,18,34,38,0,13.11,82,11,False,62.95,False,0,0,0,High Potential,19.963758,5
CUST001685,33,Salaried,29116,Jaipur,Tier 2,758,True,110488,12,15,76,1,31.62,83,13,False,55.96,False,0,0,0,High Potential,28.174463,7
CUST001687,37,Salaried,45863,Bhopal,Tier 3,740,True,207462,60,14,63,0,7.54,97,18,False,70.67,False,0,0,0,Ready for Home,11.727225,2
CUST001689,54,Self-Employed,121911,Bangalore,Tier 1,786,True,201608,60,7,94,0,2.76,44,9,True,90.83,False,0,0,0,Ready for Home,13.842159,3
CUST001692,37,Self-Employed,75152,Nagpur,Tier 2,764,True,324812,24,12,42,2,18.01,83,16,False,96.44,False,0,0,0,Ready for Home,19.875685,5
CUST001693,23,Self-Employed,36824,Pune,Tier 1,654,True,176107,36,13,24,2,13.28,92,17,False,64.42,False,0,0,0,High Potential,18.646257,5
CUST001694,43,Self-Employed,122299,Bangalore,Tier 1,720,True,126888,48,19,55,1,2.16,61,6,False,90.41,False,0,0,0,Ready for Home,33.19085,8
CUST001696,43,Salaried,79798,Bangalore,Tier 1,834,True,255190,36,20,88,0,8.88,87,12,False,94.18,True,2830853,120,1,Ready for Home,44.819706,9
CUST001697,39,Salaried,76286,Mumbai,Tier 1,816,True,206925,18,19,76,2,15.07,94,16,False,95.41,False,0,0,0,Ready for Home,27.634739,7
CUST001698,44,Salaried,86439,Delhi,Tier 1,784,True,152966,12,25,67,0,14.75,42,7,False,68.46,False,0,0,0,High Potential,21.833742,6
CUST001699,27,Salaried,43844,Lucknow,Tier 2,703,True,151029,18,14,26,2,19.14,100,15,False,50.94,False,0,0,0,High Potential,16.90298,4
CUST001700,23,Salaried,73176,Coimbatore,Tier 2,708,True,206991,60,32,34,3,4.71,100,9,False,44.05,False,0,0,0,Medium Potential,12.489848,3
CUST001701,42,Salaried,72406,Kochi,Tier 2,723,True,349608,18,33,57,2,26.82,75,22,False,63.46,False,0,0,0,High Potential,32.076767,8
CUST001702,58,Self-Employed,135601,Hyderabad,Tier 1,710,True,460684,60,19,53,0,5.66,39,2,False,41.85,False,0,0,0,Medium Potential,6.6329827,1
CUST001703,32,Self-Employed,101178,Mumbai,Tier 1,662,True,429484,48,36,32,0,8.84,100,10,False,83.78,False,0,0,0,Ready for Home,32.342278,8
CUST001708,28,Salaried,45911,Mumbai,Tier 1,730,True,228780,48,22,52,1,10.38,100,12,False,64.23,False,0,0,0,High Potential,15.813162,4
CUST001709,30,Salaried,40748,Pune,Tier 1,724,True,167462,48,24,55,5,8.56,100,13,False,56.89,False,0,0,0,High Potential,22.573956,6
CUST001712,27,Salaried,25000,Indore,Tier 2,673,True,118779,12,43,40,1,39.59,97,13,False,35.47,False,0,0,0,Medium Potential,2.5872064,1
CUST001713,40,Salaried,86589,Indore,Tier 2,811,True,316692,24,28,72,1,15.24,76,12,False,90.31,False,0,0,0,Ready for Home,16.775646,4
CUST001714,40,Salaried,54873,Indore,Tier 2,820,True,134654,24,40,83,0,10.22,93,9,True,100.0,True,1108009,120,4,Ready for Home,35.35842,8
CUST001715,28,Salaried,56679,Nagpur,Tier 2,710,True,160009,24,38,46,5,11.76,58,8,False,62.11,False,0,0,0,High Potential,15.76226,4
CUST001716,42,Self-Employed,100747,Lucknow,Tier 2,711,True,307027,18,17,52,0,16.93,57,5,False,59.96,False,0,0,0,High Potential,29.109653,7
CUST001717,33,Salaried,59172,Bangalore,Tier 1,768,True,166181,48,11,61,0,5.85,92,18,False,89.23,True,822092,300,18,Ready for Home,34.133415,8
CUST001718,45,Salaried,78476,Bangalore,Tier 1,730,True,170580,36,13,42,3,6.04,52,7,False,60.37,False,0,0,0,High Potential,19.27199,5
CUST001720,26,Salaried,31731,Mysore,Tier 3,714,True,130760,24,41,61,0,17.17,91,7,False,32.87,False,0,0,0,Medium Potential,11.577765,2
CUST001721,27,Salaried,35346,Coimbatore,Tier 2,733,True,165418,48,42,46,1,9.75,97,15,True,58.52,True,798073,240,3,High Potential,15.98334,4
CUST001723,24,Salaried,66170,Jaipur,Tier 2,658,True,113845,18,13,14,2,9.56,96,15,False,49.61,False,0,0,0,Medium Potential,7.9407005,1
